Load,Hours
53924.74328,129
55421.20816,130
56997.49354,131
58192.76603,132
58335.67413,133
57727.63635,134
57123.21649,135
55853.09814,136
53940.34559,137
53543.50427,138
52806.80397,139
52351.17135,140
50666.57429,141
49127.14653,142
47074.19932,143
42485.99007,144
39694.98584,145
38272.23622,146
37405.51669,147
37317.55585,148
37863.1844,149
40289.90864,150
47158.76836,151
52704.59755,152
56660.34801,153
57949.91271,154
60212.69966,155
61581.40651,156
61023.79357,157
60743.85651,158
59636.54486,159
58603.17458,160
56890.99083,161
56534.17282,162
56094.59474,163
55352.24144,164
53165.65706,165
50686.699,166
49308.4951,167
46173.78785,168
38224.29869,169
36462.82069,170
35203.78225,171
34572.00182,172
34405.35108,173
34744.07945,174
36394.75845,175
40017.65967,176
43751.58601,177
46036.985,178
47329.71539,179
47965.7921,180
46484.02505,181
45064.44111,182
44361.43276,183
43459.43844,184
42823.1356,185
43683.07153,186
43821.2311,187
43150.33184,188
41144.19155,189
40681.32307,190
39435.62573,191
36526.58665,192
42100.22865,193
40673.18274,194
39555.46955,195
39897.58973,196
40841.64245,197
44017.27749,198
50869.17817,199
56612.86272,200
59676.34205,201
60020.04507,202
61760.94611,203
63101.16179,204
62658.64414,205
61417.46921,206
60814.40607,207
59529.81602,208
58217.63928,209
57400.66624,210
56766.39848,211
56182.55558,212
54700.78853,213
51633.23904,214
47823.33624,215
43950.57197,216
41631.93328,217
39990.07298,218
39092.60107,219
39512.05443,220
40779.45933,221
44319.37436,222
52412.44998,223
57406.77149,224
59442.0813,225
59751.86626,226
60818.70236,227
61761.62447,228
60864.37868,229
60453.74402,230
59197.41902,231
57295.52024,232
55165.6921,233
54456.57849,234
55150.76815,235
58108.87536,236
56446.89034,237
52457.90018,238
48324.19295,239
44356.23199,240
37157.01035,241
35197.45088,242
34303.37077,243
34203.87779,244
34624.46176,245
34460.52446,246
34226.94207,247
35824.25665,248
39011.42384,249
41818.2565,250
42372.02538,251
39709.23143,252
38856.9836,253
37663.74619,254
37499.8089,255
38809.72444,256
41458.04668,257
46951.86818,258
49054.33576,259
47632.71674,260
45081.85239,261
43131.1116,262
42395.54191,263
39465.02139,264
46015.50356,265
43765.15323,266
43010.58942,267
43886.57989,268
45723.12987,269
49181.86767,270
56834.00849,271
62855.14278,272
65041.27491,273
64662.2971,274
65430.88038,275
66506.76129,276
66032.13455,277
65518.84122,278
64543.35777,279
63820.90305,280
64570.71834,281
66402.29366,282
65562.9347,283
63921.75276,284
60706.77276,285
57471.2158,286
53711.73786,287
49142.2966,288
45204.86189,289
43213.19331,290
42258.73906,291
42230.70013,292
44233.90085,293
47450.91593,294
53707.21545,295
60502.13379,296
62291.4246,297
61866.31822,298
61810.91872,299
62184.92188,300
61673.43751,301
60999.82481,302
59158.30019,303
59174.58086,304
59614.61118,305
62656.38294,306
62139.47168,307
59741.69085,308
55649.36365,309
53060.05883,310
51200.44458,311
47384.66265,312
43319.24378,313
40904.2778,314
39528.10898,315
40002.28348,316
41572.91585,317
45243.52848,318
52637.66591,319
59802.74336,320
62328.73446,321
61736.52511,322
62975.21272,323
63246.55721,324
62127.4873,325
61476.48664,326
60278.04846,327
59496.80244,328
59796.41199,329
62566.61314,330
61473.99931,331
60176.74652,332
56636.83149,333
53732.08869,334
51739.28951,335
48366.02523,336
44940.30101,337
43188.32007,338
42490.28636,339
42942.97942,340
43925.69873,341
46833.15497,342
53775.27769,343
59910.37667,344
62636.71046,345
62453.10069,346
63392.17876,347
64549.91526,348
63757.1371,349
63004.38225,350
61750.99681,351
61041.43097,352
60945.55591,353
63260.12444,354
62718.79217,355
61633.86644,356
58247.71329,357
55216.56919,358
52661.63467,359
48406.27466,360
45158.05496,361
42615.33095,362
41207.27915,363
42618.04439,364
44469.06607,365
47702.58794,366
54305.07781,367
60730.28928,368
62507.59571,369
61713.23471,370
61959.25371,371
62173.38974,372
61057.71164,373
59623.65599,374
57863.98696,375
56881.49377,376
57161.20472,377
59999.46811,378
59567.57813,379
57639.22327,380
53811.00472,381
50729.20964,382
48660.88624,383
45127.75483,384
42119.90113,385
39789.50417,386
38816.73417,387
38573.20249,388
38670.43426,389
38384.84418,390
39044.88966,391
42449.35856,392
46115.22266,393
48858.96772,394
50437.51431,395
51433.3486,396
50802.47265,397
48823.2407,398
47605.13005,399
46928.35166,400
47604.22557,401
51502.0892,402
52456.9957,403
50771.72028,404
47088.21879,405
45000.90128,406
44376.80894,407
41621.30562,408
39094.63615,409
37612.8691,410
36250.71975,411
35953.14529,412
35852.74783,413
35278.17586,414
34315.80739,415
36101.93252,416
38338.4895,417
41117.73547,418
43577.92553,419
45944.50175,420
46048.0649,421
44192.52081,422
43055.81351,423
42926.92487,424
43421.22409,425
48165.00418,426
49655.58993,427
48392.70744,428
46163.61243,429
44950.70255,430
45518.71702,431
42978.70645,432
40137.95573,433
38658.90212,434
38184.95374,435
38587.22195,436
39765.76153,437
43092.44501,438
51225.77006,439
58471.79862,440
60738.65574,441
61160.14418,442
61831.26956,443
62398.37955,444
61939.58124,445
61648.56427,446
60936.5111,447
60287.09328,448
59913.09012,449
62603.24464,450
62518.90173,451
61034.64735,452
57231.30205,453
54220.05654,454
51881.74537,455
47753.46504,456
44792.19214,457
42788.7653,458
41840.86854,459
42262.80923,460
43174.07448,461
45963.94811,462
52951.29492,463
59458.36197,464
61828.78224,465
61938.45064,466
62927.72743,467
63483.75752,468
63268.94313,469
62760.85057,470
61867.22271,471
61348.27636,472
60683.03012,473
63366.62715,474
63075.15794,475
61431.03643,476
57797.73368,477
54616.89786,478
51935.78815,479
48318.31382,480
44892.13736,481
42886.44932,482
42115.60484,483
42285.87351,484
43142.64374,485
46035.40216,486
53097.3687,487
59336.70919,488
61398.92734,489
61721.60116,490
62500.35986,491
62731.45492,492
62150.7777,493
61892.54819,494
61372.24513,495
60790.66343,496
60463.91944,497
63284.77156,498
63610.15883,499
62036.58689,500
58135.10533,501
55106.67467,502
52850.21909,503
49011.599,504
45842.97369,505
44074.48596,506
43104.65551,507
42980.28929,508
43678.77524,509
46386.79327,510
53292.05837,511
59927.78794,512
62143.99409,513
62298.43433,514
63238.86912,515
64023.0547,516
63541.64435,517
63119.0253,518
62709.29512,519
62155.52623,520
61505.88229,521
63422.47889,522
63324.34263,523
61715.72203,524
58240.25132,525
55200.51464,526
53047.16997,527
49099.55984,528
45647.37953,529
43789.34812,530
42831.04982,531
43144.67883,532
44042.60298,533
46458.47344,534
52874.18786,535
59288.99778,536
61413.39904,537
61472.86871,538
62386.62129,539
62682.83903,540
62113.24171,541
61077.61023,542
59944.29473,543
59268.64695,544
59305.27845,545
61913.35127,546
61768.86033,547
59640.16278,548
55975.20317,549
53143.72338,550
51659.24289,551
49152.01978,552
46567.23736,553
44164.48188,554
44866.13351,555
45257.0957,556
44946.18014,557
43114.37869,558
41601.63315,559
44067.92846,560
46515.68191,561
49817.49214,562
52010.63401,563
53863.23853,564
53477.47711,565
51784.5136,566
50355.4326,567
49657.17277,568
49795.10622,569
53410.09323,570
54395.29986,571
52214.3685,572
48434.53971,573
46068.86798,574
45849.7573,575
43403.5867,576
40855.20967,577
39195.48586,578
38010.38878,579
37237.73534,580
37006.41416,581
36418.72721,582
35050.24649,583
36734.61743,584
39287.74298,585
43018.72976,586
45890.68509,587
48177.66693,588
47871.95213,589
45901.53887,590
44594.78902,591
44128.07649,592
45109.43908,593
49254.2262,594
51004.6243,595
49842.81763,596
47570.98587,597
46228.73511,598
46635.07349,599
44128.98097,600
41457.1422,601
39754.90775,602
39324.37449,603
39536.47544,604
40912.64425,605
44312.36463,606
52351.39747,607
58841.95773,608
61265.74241,609
61124.41716,610
62489.95832,611
63735.65566,612
63533.27789,613
63100.25731,614
61971.23809,615
61078.06247,616
60806.26574,617
63334.97029,618
63647.69482,619
62348.63306,620
58734.32442,621
55341.38766,622
52809.51742,623
49020.19158,624
46063.21497,625
44256.96513,626
43427.78158,627
43712.91942,628
44564.71501,629
46965.20929,630
53666.96601,631
59854.07269,632
61563.99524,633
61100.67451,634
61752.35354,635
62701.15478,636
62248.00948,637
61731.09822,638
61178.91218,639
60645.49413,640
59823.77256,641
62131.55747,642
62862.15251,643
61126.67836,644
57545.15718,645
54629.5606,646
52365.64305,647
48607.29571,648
45497.00946,649
43321.73111,650
42279.0899,651
42444.1578,652
43755.20394,653
46620.14954,654
53221.28269,655
59613.02833,656
61418.59981,657
61762.9812,658
62781.42753,659
63925.14456,660
63971.95149,661
63807.56195,662
63259.67219,663
63315.0717,664
63309.41868,665
65666.49785,666
66078.26311,667
64084.55945,668
60394.72659,669
57913.50733,670
56523.54516,671
52504.93322,672
46777.98159,673
44819.77883,674
43366.95519,675
43709.30149,676
44408.4658,677
46190.74688,678
54367.03481,679
61838.73153,680
63265.55133,681
63778.1663,682
65153.65675,683
66046.83238,684
65595.49604,685
64682.87406,686
64189.02708,687
62903.30643,688
61182.5301,689
62761.75505,690
63266.00357,691
61525.10252,692
58031.54218,693
55027.75865,694
52444.10683,695
48602.32106,696
45186.09389,697
43404.7173,698
42825.84905,699
42872.88209,700
43725.80828,701
45971.6362,702
52594.47691,703
58750.60509,704
60869.80557,705
61117.1813,706
61962.64552,707
62403.80644,708
61598.36554,709
60253.85358,710
58751.50957,711
57608.01865,712
57758.84097,713
60608.18426,714
61507.46513,715
59645.58967,716
55786.61874,717
53056.44091,718
51589.5978,719
48489.48697,720
45148.10567,721
43185.3805,722
41976.99303,723
41017.338,724
40792.12208,725
40076.22486,726
40188.15446,727
43342.98643,728
47228.86568,729
50223.83052,730
51492.36603,731
52296.90245,732
51795.5935,733
50051.97901,734
49089.38442,735
48186.03338,736
48169.75271,737
51638.21369,738
53244.34697,739
50924.8038,740
47710.27604,741
45615.49655,742
45627.93318,743
43262.9398,744
39121.7706,745
37633.8983,746
36938.1258,747
36700.92549,748
37413.20478,749
39295.20496,750
42220.52471,751
46377.29622,752
50022.35724,753
52019.4527,754
53681.88996,755
54676.59365,756
54363.41688,757
53877.93636,758
52967.12334,759
52470.78904,760
53623.77702,761
56265.76789,762
56084.41932,763
53733.67154,764
50374.65284,765
48341.15198,766
46620.60178,767
41968.17433,768
42379.03512,769
40882.118,770
39899.85093,771
40120.9967,772
41759.46519,773
45056.07466,774
52687.63852,775
59452.25672,776
61292.87686,777
61960.61044,778
62858.98683,779
64051.54587,780
63931.47593,781
63312.13213,782
62331.90015,783
61157.43074,784
60027.28092,785
62221.10115,786
63148.42095,787
61851.39428,788
58145.05463,789
55276.71722,790
53368.26095,791
49590.46725,792
43476.17135,793
42734.94864,794
42190.90294,795
42564.45385,796
44936.9092,797
48848.11394,798
55874.35346,799
60063.68631,800
61864.05702,801
62449.03052,802
63200.88089,803
64487.05378,804
64045.44062,805
63705.1294,806
62478.42618,807
62330.31731,808
61006.60842,809
60097.37825,810
61661.22701,811
61576.8841,812
58298.36427,813
56394.43041,814
54666.19211,815
51537.13787,816
42352.80515,817
42355.74471,818
41633.74224,819
42052.74336,820
42826.75353,821
45656.65047,822
51379.98418,823
55960.50534,824
58629.17843,825
60185.56521,826
61610.80216,827
62293.00744,828
61701.92869,829
60876.36307,830
60072.27889,831
59052.24971,832
57942.67686,833
56171.02344,834
55699.78851,835
55191.2437,836
54373.36618,837
51713.73791,838
49430.14788,839
45800.23693,840
33928.01089,841
32369.81514,842
31569.57501,843
31631.07976,844
32450.54013,845
33337.6105,846
34376.85991,847
37493.02528,848
41117.50935,849
43413.30988,850
45290.56152,851
46330.26317,852
45743.25459,853
44346.28269,854
43203.24401,855
42978.25421,856
42432.85177,857
42797.35788,858
43467.57877,859
43145.80943,860
41998.24835,861
41997.56998,862
40701.44779,863
37748.08911,864
39323.47001,865
37353.96123,866
36643.94314,867
37061.36142,868
37727.28603,869
40512.86337,870
46504.37589,871
52504.7071,872
56594.32085,873
58938.51115,874
60366.91378,875
61283.60593,876
60860.53464,877
60344.75398,878
59770.86038,879
59034.16008,880
57957.60081,881
57241.25135,882
56618.51573,883
55986.96143,884
54003.20707,885
52054.04913,886
50187.87738,887
46061.406,888
42913.35765,889
41165.67299,890
40001.379,891
39890.12776,892
40365.8851,893
42761.63085,894
49845.7572,895
55489.2704,896
59010.19132,897
59881.65938,898
61780.16635,899
63466.12013,900
62832.0785,901
62283.51038,902
61014.52264,903
60435.65439,904
58611.08879,905
57847.25405,906
56560.17667,907
55767.85075,908
54201.51467,909
52001.81531,910
50572.96044,911
46659.72061,912
34053.95996,913
32631.66258,914
31546.51073,915
31050.85479,916
30736.77354,917
30377.01596,918
30815.23732,919
33162.14106,920
36229.91667,921
39011.42384,922
41054.64787,923
42257.60846,924
41972.47062,925
40885.73593,926
39896.23301,927
39279.60265,928
39212.67101,929
40099.06302,930
41023.21713,931
41401.29046,932
41027.73954,933
41557.99191,934
41362.39775,935
38436.62576,936
41341.59467,937
39523.58657,938
38743.9234,939
39236.63977,940
40284.93399,941
43539.71118,942
50179.51092,943
54779.02619,944
57724.24454,945
59174.80698,946
61381.06382,947
62776.90512,948
61564.6736,949
60571.32663,950
59618.2291,951
58203.39369,952
56455.93516,953
55967.28895,954
55557.33265,955
55120.01577,956
54766.58957,957
51886.94614,958
47883.25815,959
43914.84495,960
41587.16144,961
39924.49806,962
38830.07527,963
39384.97476,964
40651.7013,965
44255.38228,966
52190.17361,967
56763.68504,968
58749.02224,969
59471.02471,970
60554.3676,971
60979.24785,972
60104.84023,973
49485.32126,974
47953.12936,975
52474.63309,976
53717.84311,977
53213.82071,978
53112.29265,979
55523.86683,980
53396.97824,981
49336.76015,982
45856.31479,983
41981.74156,984
37171.70818,985
35735.39133,986
35339.68061,987
36331.67086,988
38436.39964,989
42974.41016,990
51293.83231,991
56467.69342,992
58473.15534,993
59022.62794,994
60034.96902,995
60645.94637,996
59958.76644,997
59705.7377,998
59122.34704,999
58446.24701,1000
58227.13634,1001
62124.54773,1002
62929.31027,1003
61087.55953,1004
57430.96637,1005
53818.46669,1006
50547.63495,1007
46033.81931,1008
46092.3845,1009
44152.04526,1010
43719.92915,1011
44164.25576,1012
45719.28582,1013
48920.47248,1014
56331.34281,1015
62442.24691,1016
64443.18642,1017
64499.71653,1018
65498.94262,1019
66124.6178,1020
64997.63367,1021
63911.35122,1022
63065.43476,1023
62845.19348,1024
63945.4954,1025
65909.80341,1026
65039.91819,1027
63430.61922,1028
59854.75105,1029
56557.68934,1030
53751.53505,1031
48967.73164,1032
46063.44109,1033
44159.95947,1034
43203.69625,1035
43462.60412,1036
44398.5165,1037
46832.25048,1038
53017.77432,1039
58253.3663,1040
59952.20895,1041
60693.20553,1042
61532.11226,1043
61591.12968,1044
60272.16933,1045
58581.2409,1046
57188.79141,1047
56301.94716,1048
55775.0866,1049
57354.53767,1050
60496.7069,1051
59257.79317,1052
55354.27652,1053
52352.07583,1054
50584.49258,1055
47616.88831,1056
44573.5337,1057
42475.81465,1058
41224.69042,1059
40724.73819,1060
40557.63521,1061
40171.19543,1062
40231.7957,1063
42767.7361,1064
46373.90441,1065
49134.15626,1066
50503.31535,1067
51259.462,1068
49854.80201,1069
47820.6228,1070
46634.62124,1071
45834.83335,1072
46078.13891,1073
48863.03789,1074
52435.06202,1075
50528.86696,1076
47364.08569,1077
45327.87139,1078
45496.55722,1079
42740.14941,1080
40080.29502,1081
38479.1364,1082
37650.17897,1083
37394.88903,1084
37188.44109,1085
36790.24305,1086
36082.9384,1087
37395.34127,1088
40382.84413,1089
43445.19285,1090
45543.81638,1091
47202.63572,1092
46189.16404,1093
43617.27049,1094
42430.36445,1095
41749.51589,1096
41446.96678,1097
44629.61156,1098
49220.9865,1099
48569.98584,1100
46208.83651,1101
45023.51332,1102
45465.80484,1103
43176.33568,1104
40994.72596,1105
39553.66059,1106
38916.67939,1107
39530.5963,1108
40750.2898,1109
43489.96469,1110
49428.56504,1111
54495.92344,1112
57302.30386,1113
59033.48172,1114
60492.41061,1115
60865.96153,1116
60331.18676,1117
59228.39751,1118
57702.7631,1119
56676.8548,1120
55630.82178,1121
57304.56506,1122
60868.44885,1123
60069.1132,1124
56215.11692,1125
53681.2116,1126
52161.45632,1127
48816.00485,1128
46050.3261,1129
44113.60479,1130
43015.56407,1131
43115.50929,1132
44230.50904,1133
46536.71111,1134
52379.88864,1135
57584.95437,1136
59905.40202,1137
61080.5498,1138
62222.23175,1139
63404.61538,1140
62573.62287,1141
61451.61339,1142
60519.31894,1143
59515.34432,1144
58876.10191,1145
60477.26054,1146
62080.45425,1147
60596.87824,1148
57118.01572,1149
54174.83246,1150
52006.56384,1151
48359.69386,1152
45469.19665,1153
43420.99797,1154
42290.84816,1155
42577.56884,1156
43568.20236,1157
46292.9533,1158
52984.76074,1159
58667.6189,1160
61011.13083,1161
61743.76096,1162
62700.47642,1163
62971.14255,1164
62368.75778,1165
61784.23652,1166
60984.90086,1167
59906.98487,1168
58780.6791,1169
60010.54801,1170
62857.17786,1171
62499.68149,1172
58758.5193,1173
55883.39828,1174
53472.50246,1175
49676.61913,1176
46541.91188,1177
44869.2992,1178
43996.92665,1179
44124.00633,1180
45167.3259,1181
47621.41072,1182
53866.40422,1183
59395.72662,1184
61396.44001,1185
61675.24648,1186
62136.53212,1187
63362.55698,1188
62542.64437,1189
62039.75258,1190
61069.4699,1191
60119.08581,1192
58660.38304,1193
59810.20533,1194
63116.99022,1195
62646.20752,1196
58827.93827,1197
56114.49334,1198
53993.48389,1199
50516.20421,1200
47675.67962,1201
45838.6774,1202
44702.64846,1203
44726.16498,1204
45236.97099,1205
47574.82991,1206
53711.96398,1207
58802.38666,1208
60654.76506,1209
61275.91783,1210
62495.15909,1211
63311.90601,1212
62754.06696,1213
60785.01042,1214
57734.8722,1215
56789.91501,1216
56144.56735,1217
57606.66193,1218
60472.05977,1219
59558.30719,1220
55469.14569,1221
52478.47714,1222
50695.29158,1223
47104.9517,1224
43798.61905,1225
42057.71801,1226
40769.05779,1227
40117.37877,1228
40139.08633,1229
40129.58927,1230
40755.71669,1231
43276.73315,1232
46777.52934,1233
50024.84456,1234
52662.08691,1235
54348.04069,1236
54008.40784,1237
51846.01835,1238
50346.84003,1239
48902.38284,1240
48111.86589,1241
49301.03313,1242
52373.78339,1243
51735.89771,1244
48359.91998,1245
45857.44539,1246
45680.16699,1247
43283.969,1248
40367.69406,1249
38491.3469,1250
37630.50649,1251
37033.54861,1252
36995.7865,1253
36277.40196,1254
35606.05046,1255
36896.51964,1256
39732.29571,1257
43022.57381,1258
45228.83065,1259
47500.88854,1260
46910.48815,1261
45150.14075,1262
43631.74219,1263
42830.59758,1264
42578.69944,1265
45377.61788,1266
49969.8973,1267
49727.94846,1268
47619.14951,1269
46658.81613,1270
47601.51212,1271
45336.46397,1272
43174.97896,1273
42600.407,1274
41715.59783,1275
42588.87486,1276
44073.35535,1277
47117.38832,1278
54394.6215,1279
59874.19741,1280
62521.16293,1281
63620.56037,1282
64869.87564,1283
65644.79029,1284
65013.4621,1285
64471.22535,1286
63026.54205,1287
61201.97646,1288
59922.13493,1289
60273.97829,1290
62775.77452,1291
61633.64032,1292
58083.54988,1293
55265.4112,1294
53028.85422,1295
48884.06709,1296
46147.784,1297
44454.59437,1298
43891.78066,1299
44149.55793,1300
44971.2795,1301
47828.53701,1302
54604.009,1303
59260.50661,1304
61294.00747,1305
62351.34651,1306
63345.14571,1307
64507.63074,1308
63753.06693,1309
63382.45558,1310
62084.97666,1311
60548.26235,1312
58946.19924,1313
59417.6603,1314
62612.7417,1315
61716.85263,1316
57899.71398,1317
55128.60835,1318
53122.46807,1319
48909.6187,1320
45856.54091,1321
44110.4391,1322
43394.54188,1323
43486.79901,1324
44501.85353,1325
47328.35866,1326
53919.54251,1327
58472.02474,1328
60120.89477,1329
59726.7669,1330
60614.28951,1331
61912.44679,1332
61542.73992,1333
60727.57584,1334
59732.64603,1335
58759.19766,1336
57553.29751,1337
58424.08721,1338
62026.86372,1339
61283.37981,1340
57698.69294,1341
54984.11741,1342
52653.72045,1343
48657.26832,1344
45385.07986,1345
43702.744,1346
42920.36738,1347
43132.2422,1348
44124.00633,1349
46996.4139,1350
54292.18895,1351
58788.14107,1352
60206.14217,1353
60441.08128,1354
60999.82481,1355
61567.61316,1356
62220.19667,1357
62410.59005,1358
61578.91918,1359
60369.17499,1360
59052.02359,1361
59153.32554,1362
61942.5208,1363
62006.96512,1364
58969.71576,1365
56426.53951,1366
54015.64369,1367
50528.41472,1368
47832.60718,1369
46087.40985,1370
44683.65434,1371
44694.96036,1372
46002.38858,1373
48539.00734,1374
54665.51375,1375
59082.09761,1376
60676.69874,1377
61293.3291,1378
61849.13307,1379
62185.82636,1380
61678.41216,1381
61079.19307,1382
59532.98171,1383
59043.2049,1384
57819.44124,1385
58034.48175,1386
60027.28092,1387
59321.78524,1388
56192.95712,1389
53666.96601,1390
52246.92984,1391
49431.5046,1392
47007.71992,1393
45502.43635,1394
44623.73243,1395
44114.96151,1396
43773.06745,1397
43752.71661,1398
44357.58871,1399
46184.18939,1400
48751.10829,1401
50804.73386,1402
52011.99073,1403
53027.72361,1404
53044.45652,1405
51335.43846,1406
49984.59513,1407
49233.197,1408
48930.87401,1409
49845.98332,1410
53386.35059,1411
53262.21048,1412
50821.46677,1413
49557.22755,1414
49202.89687,1415
47177.08411,1416
37485.11107,1417
35469.92597,1418
33983.86263,1419
33163.27166,1420
33391.20104,1421
33866.73226,1422
35208.30466,1423
37798.28784,1424
40585.2219,1425
43648.70122,1426
45424.19869,1427
47637.01303,1428
48234.19703,1429
47852.05354,1430
46725.74777,1431
46222.62986,1432
47980.26381,1433
50663.4086,1434
50583.81422,1435
48719.67755,1436
45162.57737,1437
43428.0077,1438
43055.13514,1439
41146.45276,1440
46704.49245,1441
44632.55113,1442
44016.59913,1443
44300.15413,1444
45487.28628,1445
47598.12031,1446
53755.60522,1447
59902.46246,1448
61815.21501,1449
61993.85014,1450
62856.04726,1451
63370.01895,1452
62921.16994,1453
61625.04775,1454
60441.98576,1455
59856.78614,1456
59148.12477,1457
61523.29356,1458
63369.11447,1459
61946.59097,1460
58410.29387,1461
55052.85801,1462
53039.708,1463
49687.69903,1464
49470.62343,1465
48097.16806,1466
46808.0556,1467
47236.10154,1468
47824.46685,1469
49827.44144,1470
55348.17127,1471
59136.81875,1472
60882.46832,1473
61283.15369,1474
62993.52847,1475
64008.13075,1476
63669.85462,1477
63067.0176,1478
60734.35945,1479
59977.30831,1480
58974.91653,1481
59154.90838,1482
61555.8549,1483
61590.45132,1484
58588.02451,1485
55891.08637,1486
53806.70843,1487
50350.91019,1488
42328.61027,1489
40010.1977,1490
38858.56644,1491
38156.23645,1492
38285.80344,1493
37454.58481,1494
35703.9606,1495
36394.08009,1496
39448.28847,1497
42529.63131,1498
45076.87774,1499
47182.511,1500
46234.38812,1501
44064.9889,1502
42246.52856,1503
40893.1979,1504
40133.2072,1505
40781.2683,1506
41713.33663,1507
42216.45454,1508
43742.31507,1509
42609.67794,1510
41968.85269,1511
39544.84189,1512
34910.05183,1513
32898.03242,1514
31863.30542,1515
31838.20606,1516
32185.97925,1517
32153.41791,1518
31842.95458,1519
33661.41493,1520
36880.23897,1521
39485.82446,1522
41380.93962,1523
44668.27815,1524
44888.51943,1525
43619.53169,1526
42554.9568,1527
42090.27935,1528
41942.62272,1529
42791.93099,1530
44222.3687,1531
43637.16908,1532
43097.64578,1533
42774.51972,1534
42027.41788,1535
38816.28193,1536
41997.34386,1537
39345.40369,1538
38099.25411,1539
37873.35982,1540
38387.10539,1541
39953.66759,1542
46354.45806,1543
52506.74219,1544
56481.48677,1545
57850.87197,1546
59414.94685,1547
60587.15506,1548
60626.72613,1549
60461.20599,1550
59488.66211,1551
58392.8826,1552
56678.88988,1553
55507.13392,1554
53886.75505,1555
52288.30987,1556
49905.90523,1557
47588.62326,1558
45739.41054,1559
41813.50797,1560
44053.23064,1561
41245.94574,1562
40009.74545,1563
39890.58,1564
40418.11892,1565
42628.21981,1566
50384.82825,1567
55406.05809,1568
58580.33642,1569
59449.7694,1570
60653.18222,1571
61516.28383,1572
60798.80377,1573
59663.22706,1574
58529.68545,1575
57487.04423,1576
56173.05853,1577
56276.62167,1578
54547.02665,1579
53553.45357,1580
51054.14467,1581
48828.44147,1582
48001.74525,1583
45244.20684,1584
36086.10409,1585
34686.19263,1586
34090.59147,1587
34301.10957,1588
35202.1994,1589
37928.08095,1590
44837.41622,1591
50267.24564,1592
53432.70527,1593
55198.02732,1594
57009.02568,1595
58563.60351,1596
58260.37604,1597
57758.38872,1598
56830.16444,1599
56069.04314,1600
54796.21135,1601
53985.56967,1602
52981.36893,1603
51993.9011,1604
49813.6481,1605
48770.55464,1606
46248.6337,1607
42624.37576,1608
41481.11097,1609
39945.30114,1610
39124.71017,1611
39319.62596,1612
40442.08768,1613
43780.75554,1614
51038.76848,1615
55466.43224,1616
57918.02973,1617
58399.89233,1618
59547.67953,1619
61235.6684,1620
60849.0025,1621
60157.07404,1622
58175.58088,1623
57197.38399,1624
55851.5153,1625
55235.5633,1626
54877.61469,1627
54978.4644,1628
54760.93656,1629
51951.39046,1630
47746.4553,1631
44383.36644,1632
38771.96233,1633
36746.37569,1634
35594.2922,1635
35215.54051,1636
35286.76844,1637
34937.4124,1638
35296.2655,1639
36945.81389,1640
39871.58588,1641
42487.79903,1642
44691.56856,1643
46607.71292,1644
46318.05267,1645
44493.03484,1646
42763.43982,1647
41793.15713,1648
41047.1859,1649
41794.06161,1650
43017.82528,1651
45282.87343,1652
43840.45133,1653
41584.67411,1654
40016.52907,1655
37213.31434,1656
42973.50568,1657
41200.94778,1658
40535.70153,1659
41109.36901,1660
42699.22162,1661
45928.4472,1662
53766.00675,1663
59152.42106,1664
60776.41785,1665
60637.80603,1666
61909.73334,1667
